id,title,summary,authors,published,keywords
http://arxiv.org/abs/cs/9809112v1,"On the Evaluation and Comparison of Taggers: The Effect of Noise in
  Testing Corpora","This paper addresses the issue of {\sc pos} tagger evaluation. Such
evaluation is usually performed by comparing the tagger output with a reference
test corpus, which is assumed to be error-free. Currently used corpora contain
noise which causes the obtained performance to be a distortion of the real
value. We analyze to what extent this distortion may invalidate the comparison
between taggers or the measure of the improvement given by a new system. The
main conclusion is that a more rigorous testing experimentation
setting/designing is needed to reliably evaluate and compare tagger accuracies.","['L. Padro', 'L. Marquez']",1998-09-28T07:49:11Z,"['tagger', 'corpus', 'evaluation', 'comparison', 'comparison tagger', 'distortion', 'noise', 'testing', 'accuracy', 'address', 'address issue', 'analyze', 'analyze extent', 'assumed', 'assumed error']"
http://arxiv.org/abs/cs/9809113v1,Improving Tagging Performance by Using Voting Taggers,"We present a bootstrapping method to develop an annotated corpus, which is
specially useful for languages with few available resources. The method is
being applied to develop a corpus of Spanish of over 5Mw. The method consists
on taking advantage of the collaboration of two different POS taggers. The
cases in which both taggers agree present a higher accuracy and are used to
retrain the taggers.","['L. Marquez', 'L. Padro', 'H. Rodriguez']",1998-09-28T07:50:55Z,"['tagger', 'method', 'corpus', 'develop', 'present', '5mw', '5mw method', 'accuracy', 'accuracy used', 'advantage', 'advantage collaboration', 'agree', 'agree present', 'annotated', 'annotated corpus']"
http://arxiv.org/abs/cs/9810014v1,Resources for Evaluation of Summarization Techniques,"We report on two corpora to be used in the evaluation of component systems
for the tasks of (1) linear segmentation of text and (2) summary-directed
sentence extraction. We present characteristics of the corpora, methods used in
the collection of user judgments, and an overview of the application of the
corpora to evaluating the component system. Finally, we discuss the problems
and issues with construction of the test set which apply broadly to the
construction of evaluation resources for language technologies.","['Judith L. Klavans', 'Kathleen R. McKeown', 'Min-Yen Kan', 'Susan Lee']",1998-10-13T20:33:05Z,"['corpus', 'evaluation', 'component', 'component system', 'construction', 'resource', 'system', 'used', 'application', 'application corpus', 'apply', 'apply broadly', 'broadly', 'broadly construction', 'characteristic']"
http://arxiv.org/abs/cs/9810015v1,Restrictions on Tree Adjoining Languages,"Several methods are known for parsing languages generated by Tree Adjoining
Grammars (TAGs) in O(n^6) worst case running time. In this paper we investigate
which restrictions on TAGs and TAG derivations are needed in order to lower
this O(n^6) time complexity, without introducing large runtime constants, and
without losing any of the generative power needed to capture the syntactic
constructions in natural language that can be handled by unrestricted TAGs. In
particular, we describe an algorithm for parsing a strict subclass of TAG in
O(n^5), and attempt to show that this subclass retains enough generative power
to make it useful in the general case.","['Giorgio Satta', 'William Schuler']",1998-10-13T21:17:13Z,"['tag', 'language', 'adjoining', 'case', 'generative', 'generative power', 'needed', 'parsing', 'power', 'restriction', 'subclass', 'time', 'tree', 'tree adjoining', 'without']"
http://arxiv.org/abs/cs/9811008v1,"Translating near-synonyms: Possibilities and preferences in the
  interlingua","This paper argues that an interlingual representation must explicitly
represent some parts of the meaning of a situation as possibilities (or
preferences), not as necessary or definite components of meaning (or
constraints). Possibilities enable the analysis and generation of nuance,
something required for faithful translation. Furthermore, the representation of
the meaning of words, especially of near-synonyms, is crucial, because it
specifies which nuances words can convey in which contexts.",['Philip Edmonds'],1998-11-02T21:29:41Z,"['meaning', 'possibility', 'near', 'near synonym', 'nuance', 'possibility preference', 'preference', 'representation', 'synonym', 'word', 'analysis', 'analysis generation', 'argues', 'argues interlingual', 'component']"
http://arxiv.org/abs/cs/9811009v1,"Choosing the Word Most Typical in Context Using a Lexical Co-occurrence
  Network","This paper presents a partial solution to a component of the problem of
lexical choice: choosing the synonym most typical, or expected, in context. We
apply a new statistical approach to representing the context of a word through
lexical co-occurrence networks. The implementation was trained and evaluated on
a large corpus, and results show that the inclusion of second-order
co-occurrence relations improves the performance of our implemented lexical
choice program.",['Philip Edmonds'],1998-11-02T23:06:19Z,"['lexical', 'context', 'occurrence', 'choice', 'choosing', 'lexical choice', 'lexical occurrence', 'network', 'occurrence network', 'typical', 'word', 'apply', 'apply new', 'approach', 'approach representing']"
http://arxiv.org/abs/cs/9811016v1,Comparing a statistical and a rule-based tagger for German,"In this paper we present the results of comparing a statistical tagger for
German based on decision trees and a rule-based Brill-Tagger for German. We
used the same training corpus (and therefore the same tag-set) to train both
taggers. We then applied the taggers to the same test corpus and compared their
respective behavior and in particular their error rates. Both taggers perform
similarly with an error rate of around 5%. From the detailed error analysis it
can be seen that the rule-based tagger has more problems with unknown words
than the statistical tagger. But the results are opposite for tokens that are
many-ways ambiguous. If the unknown words are fed into the taggers with the
help of an external lexicon (such as the Gertwol system) the error rate of the
rule-based tagger drops to 4.7%, and the respective rate of the statistical
taggers drops to around 3.7%. Combining the taggers by using the output of one
tagger to help the other did not lead to any further improvement.","['Martin Volk', 'Gerold Schneider']",1998-11-11T11:06:34Z,"['tagger', 'based', 'error', 'rate', 'rule', 'rule based', 'statistical', 'based tagger', 'error rate', 'german', 'statistical tagger', 'tagger german', 'around', 'comparing', 'comparing statistical']"
http://arxiv.org/abs/cs/9811022v2,Expoiting Syntactic Structure for Language Modeling,"The paper presents a language model that develops syntactic structure and
uses it to extract meaningful information from the word history, thus enabling
the use of long distance dependencies. The model assigns probability to every
joint sequence of words--binary-parse-structure with headword annotation and
operates in a left-to-right manner --- therefore usable for automatic speech
recognition. The model, its probabilistic parameterization, and a set of
experiments meant to evaluate its predictive power are presented; an
improvement over standard trigram modeling is achieved.","['Ciprian Chelba', 'Frederick Jelinek']",1998-11-12T17:31:17Z,"['model', 'structure', 'language', 'modeling', 'syntactic', 'syntactic structure', 'word', 'achieved', 'annotation', 'annotation operates', 'assigns', 'assigns probability', 'automatic', 'automatic speech', 'binary']"
http://arxiv.org/abs/cs/9811025v2,A Structured Language Model,"The paper presents a language model that develops syntactic structure and
uses it to extract meaningful information from the word history, thus enabling
the use of long distance dependencies. The model assigns probability to every
joint sequence of words - binary-parse-structure with headword annotation. The
model, its probabilistic parametrization, and a set of experiments meant to
evaluate its predictive power are presented.",['Ciprian Chelba'],1998-11-13T16:53:15Z,"['model', 'language', 'language model', 'structure', 'word', 'annotation', 'annotation model', 'assigns', 'assigns probability', 'binary', 'binary parse', 'dependency', 'dependency model', 'develops', 'develops syntactic']"
http://arxiv.org/abs/cs/9812001v3,"A Probabilistic Approach to Lexical Semantic Knowledge Acquisition and S
  tructural Disambiguation","In this thesis, I address the problem of automatically acquiring lexical
semantic knowledge, especially that of case frame patterns, from large corpus
data and using the acquired knowledge in structural disambiguation. The
approach I adopt has the following characteristics: (1) dividing the problem
into three subproblems: case slot generalization, case dependency learning, and
word clustering (thesaurus construction). (2) viewing each subproblem as that
of statistical estimation and defining probability models for each subproblem,
(3) adopting the Minimum Description Length (MDL) principle as learning
strategy, (4) employing efficient learning algorithms, and (5) viewing the
disambiguation problem as that of statistical prediction. Major contributions
of this thesis include: (1) formalization of the lexical knowledge acquisition
problem, (2) development of a number of learning methods for lexical knowledge
acquisition, and (3) development of a high-performance disambiguation method.",['Hang LI'],1998-12-01T11:43:32Z,"['knowledge', 'disambiguation', 'learning', 'lexical', 'problem', 'acquisition', 'case', 'knowledge acquisition', 'approach', 'development', 'lexical knowledge', 'lexical semantic', 'method', 'semantic', 'semantic knowledge']"
http://arxiv.org/abs/cs/9812005v1,Optimal Multi-Paragraph Text Segmentation by Dynamic Programming,"There exist several methods of calculating a similarity curve, or a sequence
of similarity values, representing the lexical cohesion of successive text
constituents, e.g., paragraphs. Methods for deciding the locations of fragment
boundaries are, however, scarce. We propose a fragmentation method based on
dynamic programming. The method is theoretically sound and guaranteed to
provide an optimal splitting on the basis of a similarity curve, a preferred
fragment length, and a cost function defined. The method is especially useful
when control on fragment size is of importance.",['Oskari Heinonen'],1998-12-04T16:16:35Z,"['method', 'fragment', 'similarity', 'curve', 'dynamic', 'dynamic programming', 'optimal', 'paragraph', 'programming', 'similarity curve', 'text', 'based', 'based dynamic', 'basis', 'basis similarity']"
http://arxiv.org/abs/cs/9812018v1,A Flexible Shallow Approach to Text Generation,"In order to support the efficient development of NL generation systems, two
orthogonal methods are currently pursued with emphasis: (1) reusable, general,
and linguistically motivated surface realization components, and (2) simple,
task-oriented template-based techniques. In this paper we argue that, from an
application-oriented perspective, the benefits of both are still limited. In
order to improve this situation, we suggest and evaluate shallow generation
methods associated with increased flexibility. We advise a close connection
between domain-motivated and linguistic ontologies that supports the quick
adaptation to new tasks and domains, rather than the reuse of general
resources. Our method is especially designed for generating reports with
limited linguistic variations.","['Stephan Busemann', 'Helmut Horacek']",1998-12-16T16:37:01Z,"['generation', 'method', 'domain', 'general', 'limited', 'linguistic', 'motivated', 'order', 'oriented', 'shallow', 'support', 'task', 'adaptation', 'adaptation new', 'advise']"
http://arxiv.org/abs/cs/9901005v1,An Empirical Approach to Temporal Reference Resolution (journal version),"Scheduling dialogs, during which people negotiate the times of appointments,
are common in everyday life. This paper reports the results of an in-depth
empirical investigation of resolving explicit temporal references in scheduling
dialogs. There are four phases of this work: data annotation and evaluation,
model development, system implementation and evaluation, and model evaluation
and analysis. The system and model were developed primarily on one set of data,
and then applied later to a much more complex data set, to assess the
generalizability of the model for the task being performed. Many different
types of empirical methods are applied to pinpoint the strengths and weaknesses
of the approach. Detailed annotation instructions were developed and an
intercoder reliability study was performed, showing that naive annotators can
reliably perform the targeted annotations. A fully automatic system has been
developed and evaluated on unseen test data, with good results on both data
sets. We adopt a pure realization of a recency-based focus model to identify
precisely when it is and is not adequate for the task being addressed. In
addition to system results, an in-depth evaluation of the model itself is
presented, based on detailed manual annotations. The results are that few
errors occur specifically due to the model of focus being used, and the set of
anaphoric relations defined in the model are low in ambiguity for both data
sets.","['Janyce Wiebe', ""Thomas P. O'Hara"", 'Thorsten Ohrstrom-Sandgren', 'Kenneth K. McKeever']",1999-01-13T17:37:00Z,"['model', 'data', 'set', 'annotation', 'evaluation', 'result', 'system', 'data set', 'developed', 'empirical', 'evaluation model', 'applied', 'approach', 'based', 'depth']"
http://arxiv.org/abs/cs/9902001v1,Compacting the Penn Treebank Grammar,"Treebanks, such as the Penn Treebank (PTB), offer a simple approach to
obtaining a broad coverage grammar: one can simply read the grammar off the
parse trees in the treebank. While such a grammar is easy to obtain, a
square-root rate of growth of the rule set with corpus size suggests that the
derived grammar is far from complete and that much more treebanked text would
be required to obtain a complete grammar, if one exists at some limit. However,
we offer an alternative explanation in terms of the underspecification of
structures within the treebank. This hypothesis is explored by applying an
algorithm to compact the derived grammar by eliminating redundant rules --
rules whose right hand sides can be parsed by other rules. The size of the
resulting compacted grammar, which is significantly less than that of the full
treebank grammar, is shown to approach a limit. However, such a compacted
grammar does not yield very good performance figures. A version of the
compaction algorithm taking rule probabilities into account is proposed, which
is argued to be more linguistically motivated. Combined with simple
thresholding, this method can be used to give a 58% reduction in grammar size
without significant change in parsing performance, and can produce a 69%
reduction with some gain in recall, but a loss in precision.","['Alexander Krotov', 'Mark Hepple', 'Robert Gaizauskas', 'Yorick Wilks']",1999-01-31T18:57:45Z,"['grammar', 'rule', 'treebank', 'size', 'treebank grammar', 'algorithm', 'approach', 'compacted', 'compacted grammar', 'complete', 'derived', 'derived grammar', 'grammar one', 'however', 'limit']"
http://arxiv.org/abs/cs/9902029v1,"The ""Fodor""-FODOR fallacy bites back","The paper argues that Fodor and Lepore are misguided in their attack on
Pustejovsky's Generative Lexicon, largely because their argument rests on a
traditional, but implausible and discredited, view of the lexicon on which it
is effectively empty of content, a view that stands in the long line of
explaining word meaning (a) by ostension and then (b) explaining it by means of
a vacuous symbol in a lexicon, often the word itself after typographic
transmogrification. (a) and (b) both share the wrong belief that to a word must
correspond a simple entity that is its meaning. I then turn to the semantic
rules that Pustejovsky uses and argue first that, although they have novel
features, they are in a well-established Artificial Intelligence tradition of
explaining meaning by reference to structures that mention other structures
assigned to words that may occur in close proximity to the first. It is argued
that Fodor and Lepore's view that there cannot be such rules is without
foundation, and indeed systems using such rules have proved their practical
worth in computational systems. Their justification descends from line of
argument, whose high points were probably Wittgenstein and Quine that meaning
is not to be understood by simple links to the world, ostensive or otherwise,
but by the relationship of whole cultural representational structures to each
other and to the world as a whole.",['Yorick Wilks'],1999-02-25T14:41:24Z,"['fodor', 'meaning', 'word', 'explaining', 'lexicon', 'rule', 'structure', 'view', 'argument', 'first', 'fodor lepore', 'lepore', 'line', 'pustejovsky', 'simple']"
http://arxiv.org/abs/cs/9902030v1,Is Word Sense Disambiguation just one more NLP task?,"This paper compares the tasks of part-of-speech (POS) tagging and
word-sense-tagging or disambiguation (WSD), and argues that the tasks are not
related by fineness of grain or anything like that, but are quite different
kinds of task, particularly becuase there is nothing in POS corresponding to
sense novelty. The paper also argues for the reintegration of sub-tasks that
are being separated for evaluation",['Yorick Wilks'],1999-02-25T14:41:32Z,"['task', 'sense', 'argues', 'disambiguation', 'paper', 'tagging', 'word', 'word sense', 'also', 'also argues', 'anything', 'anything like', 'argues reintegration', 'argues task', 'becuase']"
http://arxiv.org/abs/cs/9903003v1,A Formal Framework for Linguistic Annotation,"`Linguistic annotation' covers any descriptive or analytic notations applied
to raw language data. The basic data may be in the form of time functions --
audio, video and/or physiological recordings -- or it may be textual. The added
notations may include transcriptions of all sorts (from phonetic features to
discourse structures), part-of-speech and sense tagging, syntactic analysis,
`named entity' identification, co-reference annotation, and so on. While there
are several ongoing efforts to provide formats and tools for such annotations
and to publish annotated linguistic databases, the lack of widely accepted
standards is becoming a critical problem. Proposed standards, to the extent
they exist, have focussed on file formats. This paper focuses instead on the
logical structure of linguistic annotations. We survey a wide variety of
existing annotation formats and demonstrate a common conceptual core, the
annotation graph. This provides a formal framework for constructing,
maintaining and searching linguistic annotations, while remaining consistent
with many alternative data structures and file formats.","['Steven Bird', 'Mark Liberman']",1999-03-02T12:30:55Z,"['annotation', 'linguistic', 'format', 'linguistic annotation', 'data', 'may', 'structure', 'file', 'file format', 'formal', 'formal framework', 'framework', 'notation', 'standard', 'accepted']"
http://arxiv.org/abs/cs/9903008v1,Empirically Evaluating an Adaptable Spoken Dialogue System,"Recent technological advances have made it possible to build real-time,
interactive spoken dialogue systems for a wide variety of applications.
However, when users do not respect the limitations of such systems, performance
typically degrades. Although users differ with respect to their knowledge of
system limitations, and although different dialogue strategies make system
limitations more apparent to users, most current systems do not try to improve
performance by adapting dialogue behavior to individual users. This paper
presents an empirical evaluation of TOOT, an adaptable spoken dialogue system
for retrieving train schedules on the web. We conduct an experiment in which 20
users carry out 4 tasks with both adaptable and non-adaptable versions of TOOT,
resulting in a corpus of 80 dialogues. The values for a wide range of
evaluation measures are then extracted from this corpus. Our results show that
adaptable TOOT generally outperforms non-adaptable TOOT, and that the utility
of adaptation depends on TOOT's initial dialogue strategies.","['Diane J. Litman', 'Shimei Pan']",1999-03-05T22:03:13Z,"['dialogue', 'system', 'adaptable', 'toot', 'user', 'dialogue system', 'limitation', 'spoken', 'spoken dialogue', 'adaptable spoken', 'adaptable toot', 'although', 'corpus', 'dialogue strategy', 'evaluation']"
http://arxiv.org/abs/cs/9904008v1,Transducers from Rewrite Rules with Backreferences,"Context sensitive rewrite rules have been widely used in several areas of
natural language processing, including syntax, morphology, phonology and speech
processing. Kaplan and Kay, Karttunen, and Mohri & Sproat have given various
algorithms to compile such rewrite rules into finite-state transducers. The
present paper extends this work by allowing a limited form of backreferencing
in such rules. The explicit use of backreferencing leads to more elegant and
general solutions.","['Dale Gerdemann', 'Gertjan van Noord']",1999-04-15T14:00:41Z,"['rule', 'rewrite', 'rewrite rule', 'backreferencing', 'processing', 'transducer', 'algorithm', 'algorithm compile', 'allowing', 'allowing limited', 'area', 'area natural', 'backreferences', 'backreferences context', 'backreferencing lead']"
http://arxiv.org/abs/cs/9904009v1,An ascription-based approach to speech acts,"The two principal areas of natural language processing research in pragmatics
are belief modelling and speech act processing. Belief modelling is the
development of techniques to represent the mental attitudes of a dialogue
participant. The latter approach, speech act processing, based on speech act
theory, involves viewing dialogue in planning terms. Utterances in a dialogue
are modelled as steps in a plan where understanding an utterance involves
deriving the complete plan a speaker is attempting to achieve. However,
previous speech act based approaches have been limited by a reliance upon
relatively simplistic belief modelling techniques and their relationship to
planning and plan recognition. In particular, such techniques assume
precomputed nested belief structures. In this paper, we will present an
approach to speech act processing based on novel belief modelling techniques
where nested beliefs are propagated on demand.","['Mark Lee', 'Yorick Wilks']",1999-04-15T16:03:27Z,"['act', 'belief', 'speech', 'speech act', 'approach', 'based', 'belief modelling', 'modelling', 'processing', 'technique', 'act processing', 'approach speech', 'dialogue', 'plan', 'based approach']"
http://arxiv.org/abs/cs/9904018v1,A Computational Memory and Processing Model for Processing for Prosody,"This paper links prosody to the information in a text and how it is processed
by the speaker. It describes the operation and output of LOQ, a text-to-speech
implementation that includes a model of limited attention and working memory.
Attentional limitations are key. Varying the attentional parameter in the
simulations varies in turn what counts as given and new in a text, and
therefore, the intonational contours with which it is uttered. Currently, the
system produces prosody in three different styles: child-like, adult
expressive, and knowledgeable. This prosody also exhibits differences within
each style -- no two simulations are alike. The limited resource approach
captures some of the stylistic and individual variety found in natural prosody.",['Janet E. Cahn'],1999-04-24T23:45:26Z,"['prosody', 'text', 'attentional', 'limited', 'memory', 'model', 'processing', 'simulation', 'style', 'adult', 'adult expressive', 'alike', 'alike limited', 'also', 'also exhibit']"
http://arxiv.org/abs/cs/9905001v1,"Supervised Grammar Induction Using Training Data with Limited
  Constituent Information","Corpus-based grammar induction generally relies on hand-parsed training data
to learn the structure of the language. Unfortunately, the cost of building
large annotated corpora is prohibitively expensive. This work aims to improve
the induction strategy when there are few labels in the training data. We show
that the most informative linguistic constituents are the higher nodes in the
parse trees, typically denoting complex noun phrases and sentential clauses.
They account for only 20% of all constituents. For inducing grammars from
sparsely labeled training data (e.g., only higher-level constituent labels), we
propose an adaptation strategy, which produces grammars that parse almost as
well as grammars induced from fully labeled corpora. Our results suggest that
for a partial parser to replace human annotators, it must be able to
automatically extract higher-level constituents rather than base noun phrases.",['Rebecca Hwa'],1999-05-02T20:48:21Z,"['constituent', 'grammar', 'data', 'training', 'training data', 'corpus', 'higher', 'induction', 'grammar induction', 'higher level', 'label', 'labeled', 'level', 'level constituent', 'noun']"
http://arxiv.org/abs/cs/9906003v1,The syntactic processing of particles in Japanese spoken language,"Particles fullfill several distinct central roles in the Japanese language.
They can mark arguments as well as adjuncts, can be functional or have semantic
funtions. There is, however, no straightforward matching from particles to
functions, as, e.g., GA can mark the subject, the object or an adjunct of a
sentence. Particles can cooccur. Verbal arguments that could be identified by
particles can be eliminated in the Japanese sentence. And finally, in spoken
language particles are often omitted. A proper treatment of particles is thus
necessary to make an analysis of Japanese sentences possible. Our treatment is
based on an empirical investigation of 800 dialogues. We set up a type
hierarchy of particles motivated by their subcategorizational and
modificational behaviour. This type hierarchy is part of the Japanese syntax in
VERBMOBIL.",['Melanie Siegel'],1999-06-02T12:03:14Z,"['particle', 'japanese', 'language', 'sentence', 'adjunct', 'argument', 'hierarchy', 'japanese sentence', 'language particle', 'mark', 'spoken', 'spoken language', 'treatment', 'type', 'type hierarchy']"
